task_idx,cam_strategy,cam_percentage,cam_resolution,cam_threshold,imbalanced_ratio,model_variant,cam_extraction_method,seen_acc,unseen_acc
1,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,31.05,31.05
2,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,29.55,29.55
3,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,32.75,32.75
4,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,28.05,28.6
0,lowest,25,"(7, 7)",,0.1,baseline,scorecam,26.0,26.0
1,lowest,25,"(7, 7)",,0.1,baseline,scorecam,26.8,26.8
2,lowest,25,"(7, 7)",,0.1,baseline,scorecam,29.65,29.65
3,lowest,25,"(7, 7)",,0.1,baseline,scorecam,32.45,32.45
4,lowest,25,"(7, 7)",,0.1,baseline,scorecam,27.25,25.8
0,lowest,25,"(7, 7)",,0.1,baseline,gradcam,29.15,29.15
1,lowest,25,"(7, 7)",,0.1,baseline,gradcam,29.9,29.9
2,lowest,25,"(7, 7)",,0.1,baseline,gradcam,31.7,31.7
3,lowest,25,"(7, 7)",,0.1,baseline,gradcam,32.5,32.5
4,lowest,25,"(7, 7)",,0.1,baseline,gradcam,30.05,31.7
0,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,28.85,28.85
1,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,26.3,26.3
2,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,26.65,26.65
3,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,29.6,29.6
4,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,29.8,30.5
0,lowest,25,"(7, 7)",,0.1,baseline,scorecam,25.5,25.5
1,lowest,25,"(7, 7)",,0.1,baseline,scorecam,29.6,29.6
2,lowest,25,"(7, 7)",,0.1,baseline,scorecam,31.95,31.95
3,lowest,25,"(7, 7)",,0.1,baseline,scorecam,31.1,31.1
4,lowest,25,"(7, 7)",,0.1,baseline,scorecam,26.3,19.7
0,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,27.0,27.0
1,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,28.25,28.25
2,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,30.1,30.1
3,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,31.0,31.0
4,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,26.55,24.7
0,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,23.2,23.2
1,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,26.7,26.7
2,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,31.95,31.95
3,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,31.9,31.9
4,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,28.75,33.9
0,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,25.4,25.4
1,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,30.7,30.7
2,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,27.5,27.5
3,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,30.8,30.8
4,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,29.55,29.8
0,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,27.4,27.4
1,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,28.65,28.65
2,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,29.6,29.6
3,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,34.75,34.75
4,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam,26.8,31.3
0,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,25.7,25.7
1,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,30.5,30.5
2,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,31.5,31.5
3,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,33.15,33.15
4,lowest,25,"(7, 7)",,0.1,deeper_conv,gradcam++,25.15,21.4
0,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,24.25,24.25
1,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,29.3,29.3
2,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,30.7,30.7
3,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,34.3,34.3
4,lowest,25,"(7, 7)",,0.1,deeper_conv,scorecam,28.05,24.2
0,lowest,25,"(7, 7)",,0.2,baseline,gradcam,33.0,33.0
1,lowest,25,"(7, 7)",,0.2,baseline,gradcam,37.95,37.95
2,lowest,25,"(7, 7)",,0.2,baseline,gradcam,37.7,37.7
3,lowest,25,"(7, 7)",,0.2,baseline,gradcam,37.25,37.25
4,lowest,25,"(7, 7)",,0.2,baseline,gradcam,38.75,44.9
0,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,34.2,34.2
1,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,37.4,37.4
2,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,35.4,35.4
3,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,40.95,40.95
4,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,36.0,40.8
0,lowest,25,"(7, 7)",,0.2,baseline,scorecam,35.85,35.85
1,lowest,25,"(7, 7)",,0.2,baseline,scorecam,30.8,30.8
2,lowest,25,"(7, 7)",,0.2,baseline,scorecam,35.6,35.6
3,lowest,25,"(7, 7)",,0.2,baseline,scorecam,40.45,40.45
4,lowest,25,"(7, 7)",,0.2,baseline,scorecam,39.6,39.4
0,lowest,25,"(7, 7)",,0.2,baseline,gradcam,31.65,31.65
1,lowest,25,"(7, 7)",,0.2,baseline,gradcam,38.5,38.5
2,lowest,25,"(7, 7)",,0.2,baseline,gradcam,37.85,37.85
3,lowest,25,"(7, 7)",,0.2,baseline,gradcam,38.95,38.95
4,lowest,25,"(7, 7)",,0.2,baseline,gradcam,39.5,40.7
0,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,35.25,35.25
1,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,37.65,37.65
2,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,39.2,39.2
3,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,38.55,38.55
4,lowest,25,"(7, 7)",,0.2,baseline,gradcam++,37.8,32.9
0,lowest,25,"(7, 7)",,0.2,baseline,scorecam,32.65,32.65
1,lowest,25,"(7, 7)",,0.2,baseline,scorecam,33.95,33.95
2,lowest,25,"(7, 7)",,0.2,baseline,scorecam,37.25,37.25
3,lowest,25,"(7, 7)",,0.2,baseline,scorecam,39.2,39.2
4,lowest,25,"(7, 7)",,0.2,baseline,scorecam,39.8,34.0
0,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,33.7,33.7
1,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,38.6,38.6
2,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,36.0,36.0
3,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,40.45,40.45
4,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,36.8,39.7
0,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,32.95,32.95
1,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,38.25,38.25
2,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,36.7,36.7
3,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,39.5,39.5
4,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,37.4,42.3
0,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,34.05,34.05
1,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,38.85,38.85
2,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,39.6,39.6
3,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,39.0,39.0
4,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,36.75,34.5
0,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,36.35,36.35
1,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,39.5,39.5
2,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,36.2,36.2
3,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,38.35,38.35
4,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam,37.55,31.5
0,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,34.3,34.3
1,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,37.05,37.05
2,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,39.75,39.75
3,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,41.05,41.05
4,lowest,25,"(7, 7)",,0.2,deeper_conv,gradcam++,37.55,32.0
0,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,35.05,35.05
1,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,35.05,35.05
2,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,36.15,36.15
3,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,38.35,38.35
4,lowest,25,"(7, 7)",,0.2,deeper_conv,scorecam,38.75,39.8
0,lowest,25,"(7, 7)",,0.5,baseline,gradcam,45.2,45.2
1,lowest,25,"(7, 7)",,0.5,baseline,gradcam,51.35,51.35
2,lowest,25,"(7, 7)",,0.5,baseline,gradcam,49.85,49.85
3,lowest,25,"(7, 7)",,0.5,baseline,gradcam,49.8,49.8
4,lowest,25,"(7, 7)",,0.5,baseline,gradcam,50.4,49.2
0,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,47.6,47.6
1,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,50.35,50.35
2,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,51.3,51.3
3,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,47.6,47.6
4,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,49.1,48.1
0,lowest,25,"(7, 7)",,0.5,baseline,scorecam,44.2,44.2
1,lowest,25,"(7, 7)",,0.5,baseline,scorecam,50.75,50.75
2,lowest,25,"(7, 7)",,0.5,baseline,scorecam,49.15,49.15
3,lowest,25,"(7, 7)",,0.5,baseline,scorecam,49.6,49.6
4,lowest,25,"(7, 7)",,0.5,baseline,scorecam,50.2,52.7
0,lowest,25,"(7, 7)",,0.5,baseline,gradcam,46.35,46.35
1,lowest,25,"(7, 7)",,0.5,baseline,gradcam,49.75,49.75
2,lowest,25,"(7, 7)",,0.5,baseline,gradcam,48.0,48.0
3,lowest,25,"(7, 7)",,0.5,baseline,gradcam,51.35,51.35
4,lowest,25,"(7, 7)",,0.5,baseline,gradcam,48.4,46.4
0,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,47.45,47.45
1,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,49.55,49.55
2,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,51.25,51.25
3,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,48.5,48.5
4,lowest,25,"(7, 7)",,0.5,baseline,gradcam++,50.65,46.2
0,lowest,25,"(7, 7)",,0.5,baseline,scorecam,47.25,47.25
1,lowest,25,"(7, 7)",,0.5,baseline,scorecam,50.05,50.05
2,lowest,25,"(7, 7)",,0.5,baseline,scorecam,48.7,48.7
3,lowest,25,"(7, 7)",,0.5,baseline,scorecam,51.2,51.2
4,lowest,25,"(7, 7)",,0.5,baseline,scorecam,49.05,51.9
0,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,46.95,46.95
1,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,52.85,52.85
2,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,49.35,49.35
3,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,47.85,47.85
4,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,49.45,48.3
0,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,47.2,47.2
1,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,51.7,51.7
2,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,48.2,48.2
3,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,48.4,48.4
4,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,50.0,55.4
0,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,45.3,45.3
1,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,51.6,51.6
2,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,49.05,49.05
3,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,49.25,49.25
4,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,50.25,47.5
0,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,45.75,45.75
1,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,49.8,49.8
2,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,50.6,50.6
3,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,49.85,49.85
4,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam,48.45,48.7
0,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,46.9,46.9
1,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,51.6,51.6
2,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,48.85,48.85
3,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,47.7,47.7
4,lowest,25,"(7, 7)",,0.5,deeper_conv,gradcam++,50.1,50.0
0,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,46.55,46.55
1,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,48.45,48.45
2,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,49.25,49.25
3,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,47.95,47.95
4,lowest,25,"(7, 7)",,0.5,deeper_conv,scorecam,50.6,48.8
0,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,27.75,27.75
1,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,27.3,27.3
2,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,32.25,32.25
3,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,32.6,32.6
4,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,28.05,29.4
0,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,28.1,28.1
1,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,32.15,32.15
2,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,30.15,30.15
3,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,32.1,32.1
4,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,28.9,30.1
0,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,24.9,24.9
1,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,28.3,28.3
2,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,31.85,31.85
3,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,31.2,31.2
4,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,30.1,27.8
0,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,26.75,26.75
1,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,31.4,31.4
2,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,30.55,30.55
3,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,32.9,32.9
4,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam,29.95,24.6
0,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,24.6,24.6
1,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,26.55,26.55
2,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,27.95,27.95
3,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,31.8,31.8
4,lowest,25,"(7, 7)",0.3,0.1,baseline,gradcam++,26.65,24.7
0,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,24.95,24.95
1,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,27.0,27.0
2,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,31.1,31.1
3,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,31.15,31.15
4,lowest,25,"(7, 7)",0.3,0.1,baseline,scorecam,28.75,26.3
0,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,26.6,26.6
1,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,30.25,30.25
2,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,32.0,32.0
3,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,33.2,33.2
4,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,30.7,31.9
0,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,27.75,27.75
1,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,28.05,28.05
2,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,29.05,29.05
3,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,33.15,33.15
4,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,28.1,27.4
0,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,25.15,25.15
1,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,28.9,28.9
2,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,27.8,27.8
3,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,33.6,33.6
4,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,28.35,28.6
0,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,26.95,26.95
1,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,29.65,29.65
2,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,28.85,28.85
3,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,31.5,31.5
4,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam,29.3,24.4
0,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,23.2,23.2
1,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,28.0,28.0
2,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,29.95,29.95
3,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,31.45,31.45
4,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,gradcam++,30.65,29.9
0,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,25.8,25.8
1,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,27.15,27.15
2,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,31.1,31.1
3,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,31.45,31.45
4,lowest,25,"(7, 7)",0.3,0.1,deeper_conv,scorecam,24.55,26.4
0,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,34.75,34.75
1,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,37.4,37.4
2,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,38.0,38.0
3,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,40.4,40.4
4,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,38.4,39.0
0,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,33.25,33.25
1,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,36.6,36.6
2,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,38.1,38.1
3,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,41.1,41.1
4,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,35.7,34.0
0,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,34.05,34.05
1,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,32.4,32.4
2,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,39.3,39.3
3,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,39.25,39.25
4,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,39.2,42.2
0,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,35.65,35.65
1,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,36.05,36.05
2,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,38.15,38.15
3,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,40.25,40.25
4,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam,39.95,41.7
0,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,33.15,33.15
1,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,32.8,32.8
2,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,37.8,37.8
3,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,38.9,38.9
4,lowest,25,"(7, 7)",0.3,0.2,baseline,gradcam++,34.7,35.8
0,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,34.65,34.65
1,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,37.35,37.35
2,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,37.05,37.05
3,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,39.25,39.25
4,lowest,25,"(7, 7)",0.3,0.2,baseline,scorecam,37.6,43.8
0,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,35.65,35.65
1,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,38.55,38.55
2,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,37.7,37.7
3,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,39.1,39.1
4,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,39.3,37.1
0,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,30.85,30.85
1,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,37.25,37.25
2,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,38.55,38.55
3,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,36.15,36.15
4,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,39.45,45.1
0,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,33.45,33.45
1,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,38.65,38.65
2,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,36.15,36.15
3,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,39.25,39.25
4,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,37.4,42.7
0,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,33.4,33.4
1,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,37.75,37.75
2,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,38.25,38.25
3,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,38.9,38.9
4,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam,39.85,36.6
0,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,34.95,34.95
1,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,37.8,37.8
2,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,37.95,37.95
3,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,38.3,38.3
4,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,gradcam++,36.75,40.7
0,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,34.35,34.35
1,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,37.75,37.75
2,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,38.3,38.3
3,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,38.35,38.35
4,lowest,25,"(7, 7)",0.3,0.2,deeper_conv,scorecam,36.4,37.9
0,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,43.95,43.95
1,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,48.8,48.8
2,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,50.45,50.45
3,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,50.9,50.9
4,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,50.05,48.3
0,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,46.5,46.5
1,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,47.7,47.7
2,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,49.1,49.1
3,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,50.45,50.45
4,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,51.25,52.2
0,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,47.05,47.05
1,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,53.75,53.75
2,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,52.05,52.05
3,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,49.55,49.55
4,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,49.2,43.6
0,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,46.25,46.25
1,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,50.75,50.75
2,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,49.65,49.65
3,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,49.35,49.35
4,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam,50.2,49.2
0,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,43.6,43.6
1,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,51.15,51.15
2,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,49.6,49.6
3,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,50.6,50.6
4,lowest,25,"(7, 7)",0.3,0.5,baseline,gradcam++,50.15,50.3
0,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,46.55,46.55
1,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,48.65,48.65
2,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,48.9,48.9
3,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,51.05,51.05
4,lowest,25,"(7, 7)",0.3,0.5,baseline,scorecam,48.15,47.7
0,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam,45.3,45.3
1,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam,51.2,51.2
2,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam,44.5,44.5
3,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam,50.75,50.75
4,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam,48.85,51.6
0,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam++,45.4,45.4
1,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam++,51.9,51.9
2,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam++,48.65,48.65
3,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam++,49.9,49.9
4,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam++,47.75,51.5
0,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,46.15,46.15
1,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,51.35,51.35
2,lowest,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,50.5,50.5
